"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2008"	"2008"	"White"	"2106-3"	70	384411	18.2
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2009"	"2009"	"American Indian or Alaska Native"	"1002-5"	12	34982	Unreliable
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2009"	"2009"	"White"	"2106-3"	75	384290	19.5
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2010"	"2010"	"American Indian or Alaska Native"	"1002-5"	17	34903	Unreliable
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2010"	"2010"	"White"	"2106-3"	78	384067	20.3
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2011"	"2011"	"American Indian or Alaska Native"	"1002-5"	24	35231	68.1
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2011"	"2011"	"White"	"2106-3"	83	389070	21.3
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	16	35453	Unreliable
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2012"	"2012"	"White"	"2106-3"	81	390595	20.7
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	19	35424	Unreliable
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2013"	"2013"	"White"	"2106-3"	69	394845	17.5
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	16	35445	Unreliable
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2014"	"2014"	"White"	"2106-3"	93	396426	23.5
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	16	35162	Unreliable
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2015"	"2015"	"White"	"2106-3"	90	397264	22.7
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2016"	"2016"	"American Indian or Alaska Native"	"1002-5"	24	35069	68.4
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2016"	"2016"	"White"	"2106-3"	78	398868	19.6
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2017"	"2017"	"American Indian or Alaska Native"	"1002-5"	16	34303	Unreliable
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2017"	"2017"	"White"	"2106-3"	103	398497	25.8
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	30	34206	87.7
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2018"	"2018"	"Black or African American"	"2054-5"	11	36692	Unreliable
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2018"	"2018"	"White"	"2106-3"	124	403674	30.7
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2019"	"2019"	"American Indian or Alaska Native"	"1002-5"	14	34394	Unreliable
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2019"	"2019"	"White"	"2106-3"	97	405769	23.9
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2020 "	"2020"	"American Indian or Alaska Native"	"1002-5"	20	34679	57.7
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2020 "	"2020"	"Black or African American"	"2054-5"	18	38230	Unreliable
	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	"2020 "	"2020"	"White"	"2106-3"	108	409424	26.4
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"1999"	"1999"	"American Indian or Alaska Native"	"1002-5"	14	20020	Unreliable
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"1999"	"1999"	"White"	"2106-3"	102	336511	30.3
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2000"	"2000"	"White"	"2106-3"	81	339294	23.9
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2001"	"2001"	"White"	"2106-3"	98	339972	28.8
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2002"	"2002"	"American Indian or Alaska Native"	"1002-5"	15	20512	Unreliable
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2002"	"2002"	"White"	"2106-3"	114	343763	33.2
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2003"	"2003"	"American Indian or Alaska Native"	"1002-5"	12	20919	Unreliable
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2003"	"2003"	"White"	"2106-3"	93	345885	26.9
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2004"	"2004"	"American Indian or Alaska Native"	"1002-5"	13	21544	Unreliable
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2004"	"2004"	"White"	"2106-3"	88	351426	25.0
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2005"	"2005"	"American Indian or Alaska Native"	"1002-5"	15	22433	Unreliable
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2005"	"2005"	"White"	"2106-3"	108	358661	30.1
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2006"	"2006"	"American Indian or Alaska Native"	"1002-5"	12	23649	Unreliable
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2006"	"2006"	"White"	"2106-3"	87	366623	23.7
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2007"	"2007"	"White"	"2106-3"	139	369557	37.6
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2008"	"2008"	"White"	"2106-3"	93	370427	25.1
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2009"	"2009"	"White"	"2106-3"	92	367937	25.0
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2010"	"2010"	"American Indian or Alaska Native"	"1002-5"	15	27467	Unreliable
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2010"	"2010"	"White"	"2106-3"	116	364994	31.8
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2011"	"2011"	"American Indian or Alaska Native"	"1002-5"	10	28343	Unreliable
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2011"	"2011"	"White"	"2106-3"	123	371728	33.1
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	21	28898	72.7
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2012"	"2012"	"Black or African American"	"2054-5"	12	27941	Unreliable
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2012"	"2012"	"White"	"2106-3"	107	373064	28.7
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	14	29830	Unreliable
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2013"	"2013"	"White"	"2106-3"	112	374252	29.9
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	17	30817	Unreliable
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2014"	"2014"	"Black or African American"	"2054-5"	10	30694	Unreliable
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2014"	"2014"	"White"	"2106-3"	109	379026	28.8
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	14	31681	Unreliable
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2015"	"2015"	"White"	"2106-3"	142	383763	37.0
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2016"	"2016"	"American Indian or Alaska Native"	"1002-5"	20	32672	61.2
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2016"	"2016"	"White"	"2106-3"	129	391653	32.9
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2017"	"2017"	"American Indian or Alaska Native"	"1002-5"	22	33432	65.8
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2017"	"2017"	"Black or African American"	"2054-5"	14	35648	Unreliable
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2017"	"2017"	"White"	"2106-3"	146	400840	36.4
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	35	34302	102.0
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2018"	"2018"	"Black or African American"	"2054-5"	12	37761	Unreliable
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2018"	"2018"	"White"	"2106-3"	138	411965	33.5
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2019"	"2019"	"American Indian or Alaska Native"	"1002-5"	33	34951	94.4
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2019"	"2019"	"Black or African American"	"2054-5"	13	40058	Unreliable
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2019"	"2019"	"White"	"2106-3"	172	420056	40.9
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2020 "	"2020"	"American Indian or Alaska Native"	"1002-5"	27	35197	76.7
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2020 "	"2020"	"Black or African American"	"2054-5"	13	41995	Unreliable
	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	"2020 "	"2020"	"White"	"2106-3"	150	429519	34.9
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"1999"	"1999"	"White"	"2106-3"	99	342180	28.9
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2000"	"2000"	"American Indian or Alaska Native"	"1002-5"	11	18554	Unreliable
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2000"	"2000"	"White"	"2106-3"	107	345305	31.0
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2001"	"2001"	"American Indian or Alaska Native"	"1002-5"	10	19190	Unreliable
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2001"	"2001"	"White"	"2106-3"	103	348071	29.6
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2002"	"2002"	"White"	"2106-3"	112	348531	32.1
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2003"	"2003"	"White"	"2106-3"	124	347874	35.6
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2004"	"2004"	"White"	"2106-3"	123	350817	35.1
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2005"	"2005"	"White"	"2106-3"	122	356780	34.2
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2006"	"2006"	"White"	"2106-3"	124	363129	34.1
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2007"	"2007"	"White"	"2106-3"	116	363040	32.0
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2008"	"2008"	"White"	"2106-3"	108	361098	29.9
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2009"	"2009"	"American Indian or Alaska Native"	"1002-5"	13	21826	Unreliable
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2009"	"2009"	"White"	"2106-3"	121	356397	34.0
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2010"	"2010"	"American Indian or Alaska Native"	"1002-5"	10	22004	Unreliable
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2010"	"2010"	"White"	"2106-3"	119	353560	33.7
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2011"	"2011"	"American Indian or Alaska Native"	"1002-5"	10	22039	Unreliable
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2011"	"2011"	"White"	"2106-3"	131	351672	37.3
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2012"	"2012"	"White"	"2106-3"	120	351845	34.1
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	15	22866	Unreliable
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2013"	"2013"	"White"	"2106-3"	137	351410	39.0
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	11	23251	Unreliable
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2014"	"2014"	"White"	"2106-3"	118	351790	33.5
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	10	23628	Unreliable
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2015"	"2015"	"White"	"2106-3"	116	352036	33.0
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2016"	"2016"	"American Indian or Alaska Native"	"1002-5"	10	24121	Unreliable
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2016"	"2016"	"White"	"2106-3"	107	353502	30.3
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2017"	"2017"	"American Indian or Alaska Native"	"1002-5"	18	24549	Unreliable
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2017"	"2017"	"White"	"2106-3"	112	359203	31.2
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	16	25199	Unreliable
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2018"	"2018"	"White"	"2106-3"	124	367683	33.7
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2019"	"2019"	"White"	"2106-3"	132	373050	35.4
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2020 "	"2020"	"American Indian or Alaska Native"	"1002-5"	14	26346	Unreliable
	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	"2020 "	"2020"	"White"	"2106-3"	114	379471	30.0
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"1999"	"1999"	"White"	"2106-3"	87	269979	32.2
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2000"	"2000"	"White"	"2106-3"	99	279981	35.4
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2001"	"2001"	"White"	"2106-3"	116	295236	39.3
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2002"	"2002"	"White"	"2106-3"	113	302177	37.4
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2003"	"2003"	"White"	"2106-3"	106	309955	34.2
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2004"	"2004"	"White"	"2106-3"	116	318668	36.4
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2005"	"2005"	"White"	"2106-3"	128	330814	38.7
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2006"	"2006"	"White"	"2106-3"	119	341745	34.8
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2007"	"2007"	"White"	"2106-3"	150	350920	42.7
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2008"	"2008"	"White"	"2106-3"	144	357586	40.3
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2009"	"2009"	"White"	"2106-3"	144	360915	39.9
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2010"	"2010"	"White"	"2106-3"	178	362569	49.1
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2011"	"2011"	"White"	"2106-3"	181	362411	49.9
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2012"	"2012"	"White"	"2106-3"	166	360138	46.1
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	10	20478	Unreliable
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2013"	"2013"	"White"	"2106-3"	172	358518	48.0
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2014"	"2014"	"White"	"2106-3"	156	359523	43.4
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2015"	"2015"	"White"	"2106-3"	164	360378	45.5
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2016"	"2016"	"White"	"2106-3"	163	360419	45.2
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2017"	"2017"	"White"	"2106-3"	130	359254	36.2
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2018"	"2018"	"White"	"2106-3"	162	359127	45.1
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2019"	"2019"	"White"	"2106-3"	154	358623	42.9
	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	"2020 "	"2020"	"White"	"2106-3"	142	360287	39.4
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"1999"	"1999"	"White"	"2106-3"	64	188927	33.9
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"2000"	"2000"	"White"	"2106-3"	51	195435	26.1
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"2001"	"2001"	"White"	"2106-3"	50	204965	24.4
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"2002"	"2002"	"White"	"2106-3"	74	219533	33.7
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"2003"	"2003"	"White"	"2106-3"	64	232511	27.5
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"2004"	"2004"	"White"	"2106-3"	65	246607	26.4
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"2005"	"2005"	"White"	"2106-3"	73	262418	27.8
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"2006"	"2006"	"White"	"2106-3"	94	277465	33.9
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"2007"	"2007"	"White"	"2106-3"	103	288619	35.7
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"2008"	"2008"	"White"	"2106-3"	104	296673	35.1
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"2009"	"2009"	"White"	"2106-3"	118	304991	38.7
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"2010"	"2010"	"White"	"2106-3"	127	313906	40.5
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"2011"	"2011"	"White"	"2106-3"	131	325236	40.3
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"2012"	"2012"	"White"	"2106-3"	159	327428	48.6
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"2013"	"2013"	"White"	"2106-3"	115	331106	34.7
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"2014"	"2014"	"White"	"2106-3"	151	336994	44.8
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"2015"	"2015"	"White"	"2106-3"	148	344204	43.0
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"2016"	"2016"	"White"	"2106-3"	158	350695	45.1
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"2017"	"2017"	"White"	"2106-3"	158	356362	44.3
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"2018"	"2018"	"White"	"2106-3"	179	364381	49.1
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"2019"	"2019"	"White"	"2106-3"	158	370000	42.7
	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	"2020 "	"2020"	"White"	"2106-3"	157	375408	41.8
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"1999"	"1999"	"White"	"2106-3"	42	162063	25.9
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"2000"	"2000"	"White"	"2106-3"	60	162913	36.8
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"2001"	"2001"	"White"	"2106-3"	47	165445	28.4
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"2002"	"2002"	"White"	"2106-3"	57	168255	33.9
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"2003"	"2003"	"White"	"2106-3"	45	171854	26.2
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"2004"	"2004"	"White"	"2106-3"	55	176613	31.1
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"2005"	"2005"	"White"	"2106-3"	59	182510	32.3
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"2006"	"2006"	"White"	"2106-3"	74	188974	39.2
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"2007"	"2007"	"White"	"2106-3"	65	195145	33.3
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"2008"	"2008"	"White"	"2106-3"	64	204482	31.3
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"2009"	"2009"	"White"	"2106-3"	70	214042	32.7
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"2010"	"2010"	"White"	"2106-3"	61	220279	27.7
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"2011"	"2011"	"White"	"2106-3"	70	230345	30.4
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"2012"	"2012"	"White"	"2106-3"	74	246334	30.0
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"2013"	"2013"	"White"	"2106-3"	91	259127	35.1
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"2014"	"2014"	"White"	"2106-3"	108	271976	39.7
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"2015"	"2015"	"White"	"2106-3"	119	284617	41.8
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"2016"	"2016"	"White"	"2106-3"	114	296636	38.4
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"2017"	"2017"	"White"	"2106-3"	110	303438	36.3
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"2018"	"2018"	"White"	"2106-3"	133	312024	42.6
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"2019"	"2019"	"White"	"2106-3"	112	321285	34.9
	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	"2020 "	"2020"	"White"	"2106-3"	103	334495	30.8
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"1999"	"1999"	"White"	"2106-3"	69	96385	71.6
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"2000"	"2000"	"White"	"2106-3"	52	97926	53.1
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"2001"	"2001"	"White"	"2106-3"	55	101776	54.0
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"2002"	"2002"	"White"	"2106-3"	60	103688	57.9
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"2003"	"2003"	"White"	"2106-3"	48	106310	45.2
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"2004"	"2004"	"White"	"2106-3"	61	109017	56.0
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"2005"	"2005"	"White"	"2106-3"	63	112614	55.9
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"2006"	"2006"	"White"	"2106-3"	56	114658	48.8
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"2007"	"2007"	"White"	"2106-3"	49	116288	42.1
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"2008"	"2008"	"White"	"2106-3"	64	118229	54.1
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"2009"	"2009"	"White"	"2106-3"	71	119268	59.5
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"2010"	"2010"	"White"	"2106-3"	76	121106	62.8
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"2011"	"2011"	"White"	"2106-3"	55	126055	43.6
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"2012"	"2012"	"White"	"2106-3"	52	130210	39.9
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"2013"	"2013"	"White"	"2106-3"	68	135714	50.1
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"2014"	"2014"	"White"	"2106-3"	65	141690	45.9
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"2015"	"2015"	"White"	"2106-3"	73	147284	49.6
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"2016"	"2016"	"White"	"2106-3"	87	153471	56.7
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"2017"	"2017"	"White"	"2106-3"	86	158945	54.1
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"2018"	"2018"	"White"	"2106-3"	88	170383	51.6
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"2019"	"2019"	"White"	"2106-3"	101	179087	56.4
	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	"2020 "	"2020"	"White"	"2106-3"	98	189224	51.8
	"Arizona"	"04"	"Male"	"M"	"85+ years"	"85+"	"1999"	"1999"	"White"	"2106-3"	17	21135	Unreliable
	"Arizona"	"04"	"Male"	"M"	"85+ years"	"85+"	"2000"	"2000"	"White"	"2106-3"	24	21971	109.2
	"Arizona"	"04"	"Male"	"M"	"85+ years"	"85+"	"2001"	"2001"	"White"	"2106-3"	15	22986	Unreliable
	"Arizona"	"04"	"Male"	"M"	"85+ years"	"85+"	"2002"	"2002"	"White"	"2106-3"	22	23844	92.3
	"Arizona"	"04"	"Male"	"M"	"85+ years"	"85+"	"2003"	"2003"	"White"	"2106-3"	24	25100	95.6
	"Arizona"	"04"	"Male"	"M"	"85+ years"	"85+"	"2004"	"2004"	"White"	"2106-3"	20	26059	76.7
	"Arizona"	"04"	"Male"	"M"	"85+ years"	"85+"	"2005"	"2005"	"White"	"2106-3"	23	27916	82.4
	"Arizona"	"04"	"Male"	"M"	"85+ years"	"85+"	"2006"	"2006"	"White"	"2106-3"	35	29830	117.3
	"Arizona"	"04"	"Male"	"M"	"85+ years"	"85+"	"2007"	"2007"	"White"	"2106-3"	19	31506	Unreliable
	"Arizona"	"04"	"Male"	"M"	"85+ years"	"85+"	"2008"	"2008"	"White"	"2106-3"	24	32911	72.9
