"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Louisiana"	"22"	"2018"	"2018"	719	4659978	15.4
	"Louisiana"	"22"	"2019"	"2019"	704	4648794	15.1
	"Louisiana"	"22"	"2020 "	"2020"	641	4645318	13.8
"Total"	"Louisiana"	"22"			12642	100136377	12.6
	"Maine"	"23"	"1999"	"1999"	175	1266808	13.8
	"Maine"	"23"	"2000"	"2000"	154	1274923	12.1
	"Maine"	"23"	"2001"	"2001"	160	1285692	12.4
	"Maine"	"23"	"2002"	"2002"	166	1295960	12.8
	"Maine"	"23"	"2003"	"2003"	137	1306513	10.5
	"Maine"	"23"	"2004"	"2004"	171	1313688	13.0
	"Maine"	"23"	"2005"	"2005"	175	1318787	13.3
	"Maine"	"23"	"2006"	"2006"	158	1323619	11.9
	"Maine"	"23"	"2007"	"2007"	190	1327040	14.3
	"Maine"	"23"	"2008"	"2008"	181	1330509	13.6
	"Maine"	"23"	"2009"	"2009"	197	1329590	14.8
	"Maine"	"23"	"2010"	"2010"	186	1328361	14.0
	"Maine"	"23"	"2011"	"2011"	233	1328188	17.5
	"Maine"	"23"	"2012"	"2012"	209	1329192	15.7
	"Maine"	"23"	"2013"	"2013"	245	1328302	18.4
	"Maine"	"23"	"2014"	"2014"	220	1330089	16.5
	"Maine"	"23"	"2015"	"2015"	235	1329328	17.7
	"Maine"	"23"	"2016"	"2016"	225	1331479	16.9
	"Maine"	"23"	"2017"	"2017"	274	1335907	20.5
	"Maine"	"23"	"2018"	"2018"	270	1338404	20.2
	"Maine"	"23"	"2019"	"2019"	275	1344212	20.5
	"Maine"	"23"	"2020 "	"2020"	234	1350141	17.3
"Total"	"Maine"	"23"			4470	29046732	15.4
	"Maryland"	"24"	"1999"	"1999"	433	5254509	8.2
	"Maryland"	"24"	"2000"	"2000"	474	5296486	8.9
	"Maryland"	"24"	"2001"	"2001"	452	5374691	8.4
	"Maryland"	"24"	"2002"	"2002"	477	5440389	8.8
	"Maryland"	"24"	"2003"	"2003"	491	5496269	8.9
	"Maryland"	"24"	"2004"	"2004"	497	5546935	9.0
	"Maryland"	"24"	"2005"	"2005"	471	5592379	8.4
	"Maryland"	"24"	"2006"	"2006"	493	5627367	8.8
	"Maryland"	"24"	"2007"	"2007"	517	5653408	9.1
	"Maryland"	"24"	"2008"	"2008"	503	5684965	8.8
	"Maryland"	"24"	"2009"	"2009"	551	5730388	9.6
	"Maryland"	"24"	"2010"	"2010"	502	5773552	8.7
	"Maryland"	"24"	"2011"	"2011"	556	5828289	9.5
	"Maryland"	"24"	"2012"	"2012"	582	5884563	9.9
	"Maryland"	"24"	"2013"	"2013"	567	5928814	9.6
	"Maryland"	"24"	"2014"	"2014"	605	5976407	10.1
	"Maryland"	"24"	"2015"	"2015"	553	6006401	9.2
	"Maryland"	"24"	"2016"	"2016"	585	6016447	9.7
	"Maryland"	"24"	"2017"	"2017"	630	6052177	10.4
	"Maryland"	"24"	"2018"	"2018"	650	6042718	10.8
	"Maryland"	"24"	"2019"	"2019"	657	6045680	10.9
	"Maryland"	"24"	"2020 "	"2020"	585	6055802	9.7
"Total"	"Maryland"	"24"			11831	126308636	9.4
	"Massachusetts"	"25"	"1999"	"1999"	431	6317345	6.8
	"Massachusetts"	"25"	"2000"	"2000"	385	6349097	6.1
	"Massachusetts"	"25"	"2001"	"2001"	426	6397634	6.7
	"Massachusetts"	"25"	"2002"	"2002"	436	6417206	6.8
	"Massachusetts"	"25"	"2003"	"2003"	433	6422565	6.7
	"Massachusetts"	"25"	"2004"	"2004"	423	6412281	6.6
	"Massachusetts"	"25"	"2005"	"2005"	480	6403290	7.5
	"Massachusetts"	"25"	"2006"	"2006"	449	6410084	7.0
	"Massachusetts"	"25"	"2007"	"2007"	516	6431559	8.0
	"Massachusetts"	"25"	"2008"	"2008"	508	6468967	7.9
	"Massachusetts"	"25"	"2009"	"2009"	530	6517613	8.1
	"Massachusetts"	"25"	"2010"	"2010"	597	6547629	9.1
	"Massachusetts"	"25"	"2011"	"2011"	585	6587536	8.9
	"Massachusetts"	"25"	"2012"	"2012"	602	6646144	9.1
	"Massachusetts"	"25"	"2013"	"2013"	570	6692824	8.5
	"Massachusetts"	"25"	"2014"	"2014"	596	6745408	8.8
	"Massachusetts"	"25"	"2015"	"2015"	642	6794422	9.4
	"Massachusetts"	"25"	"2016"	"2016"	630	6811779	9.2
	"Massachusetts"	"25"	"2017"	"2017"	682	6859819	9.9
	"Massachusetts"	"25"	"2018"	"2018"	739	6902149	10.7
	"Massachusetts"	"25"	"2019"	"2019"	647	6892503	9.4
	"Massachusetts"	"25"	"2020 "	"2020"	616	6893574	8.9
"Total"	"Massachusetts"	"25"			11923	144921428	8.2
	"Michigan"	"26"	"1999"	"1999"	974	9897116	9.8
	"Michigan"	"26"	"2000"	"2000"	974	9938444	9.8
	"Michigan"	"26"	"2001"	"2001"	1049	9991120	10.5
	"Michigan"	"26"	"2002"	"2002"	1106	10015710	11.0
	"Michigan"	"26"	"2003"	"2003"	1027	10041152	10.2
	"Michigan"	"26"	"2004"	"2004"	1097	10055315	10.9
	"Michigan"	"26"	"2005"	"2005"	1108	10051137	11.0
	"Michigan"	"26"	"2006"	"2006"	1137	10036081	11.3
	"Michigan"	"26"	"2007"	"2007"	1129	10001284	11.3
	"Michigan"	"26"	"2008"	"2008"	1179	9946889	11.9
	"Michigan"	"26"	"2009"	"2009"	1169	9901591	11.8
	"Michigan"	"26"	"2010"	"2010"	1262	9883640	12.8
	"Michigan"	"26"	"2011"	"2011"	1221	9876187	12.4
	"Michigan"	"26"	"2012"	"2012"	1258	9883360	12.7
	"Michigan"	"26"	"2013"	"2013"	1293	9895622	13.1
	"Michigan"	"26"	"2014"	"2014"	1352	9909877	13.6
	"Michigan"	"26"	"2015"	"2015"	1408	9922576	14.2
	"Michigan"	"26"	"2016"	"2016"	1362	9928300	13.7
	"Michigan"	"26"	"2017"	"2017"	1456	9962311	14.6
	"Michigan"	"26"	"2018"	"2018"	1547	9995915	15.5
	"Michigan"	"26"	"2019"	"2019"	1472	9986857	14.7
	"Michigan"	"26"	"2020 "	"2020"	1443	9966555	14.5
"Total"	"Michigan"	"26"			27023	219087039	12.3
	"Minnesota"	"27"	"1999"	"1999"	437	4873481	9.0
	"Minnesota"	"27"	"2000"	"2000"	440	4919479	8.9
	"Minnesota"	"27"	"2001"	"2001"	478	4982796	9.6
	"Minnesota"	"27"	"2002"	"2002"	494	5018935	9.8
	"Minnesota"	"27"	"2003"	"2003"	497	5053572	9.8
	"Minnesota"	"27"	"2004"	"2004"	522	5087713	10.3
	"Minnesota"	"27"	"2005"	"2005"	546	5119598	10.7
	"Minnesota"	"27"	"2006"	"2006"	554	5163555	10.7
	"Minnesota"	"27"	"2007"	"2007"	572	5207203	11.0
	"Minnesota"	"27"	"2008"	"2008"	595	5247018	11.3
	"Minnesota"	"27"	"2009"	"2009"	583	5281203	11.0
	"Minnesota"	"27"	"2010"	"2010"	603	5303925	11.4
	"Minnesota"	"27"	"2011"	"2011"	681	5344861	12.7
	"Minnesota"	"27"	"2012"	"2012"	655	5379139	12.2
	"Minnesota"	"27"	"2013"	"2013"	676	5420380	12.5
	"Minnesota"	"27"	"2014"	"2014"	686	5457173	12.6
	"Minnesota"	"27"	"2015"	"2015"	729	5489594	13.3
	"Minnesota"	"27"	"2016"	"2016"	745	5519952	13.5
	"Minnesota"	"27"	"2017"	"2017"	778	5576606	14.0
	"Minnesota"	"27"	"2018"	"2018"	738	5611179	13.2
	"Minnesota"	"27"	"2019"	"2019"	829	5639632	14.7
	"Minnesota"	"27"	"2020 "	"2020"	758	5657342	13.4
"Total"	"Minnesota"	"27"			13596	116354336	11.7
	"Mississippi"	"28"	"1999"	"1999"	304	2828408	10.7
	"Mississippi"	"28"	"2000"	"2000"	293	2844658	10.3
	"Mississippi"	"28"	"2001"	"2001"	328	2852994	11.5
	"Mississippi"	"28"	"2002"	"2002"	343	2858681	12.0
	"Mississippi"	"28"	"2003"	"2003"	336	2868312	11.7
	"Mississippi"	"28"	"2004"	"2004"	350	2889010	12.1
	"Mississippi"	"28"	"2005"	"2005"	362	2905943	12.5
	"Mississippi"	"28"	"2006"	"2006"	325	2904978	11.2
	"Mississippi"	"28"	"2007"	"2007"	395	2928350	13.5
	"Mississippi"	"28"	"2008"	"2008"	409	2947806	13.9
	"Mississippi"	"28"	"2009"	"2009"	381	2958774	12.9
	"Mississippi"	"28"	"2010"	"2010"	388	2967297	13.1
	"Mississippi"	"28"	"2011"	"2011"	389	2978512	13.1
	"Mississippi"	"28"	"2012"	"2012"	410	2984926	13.7
	"Mississippi"	"28"	"2013"	"2013"	388	2991207	13.0
	"Mississippi"	"28"	"2014"	"2014"	380	2994079	12.7
	"Mississippi"	"28"	"2015"	"2015"	429	2992333	14.3
	"Mississippi"	"28"	"2016"	"2016"	383	2988726	12.8
	"Mississippi"	"28"	"2017"	"2017"	443	2984100	14.8
	"Mississippi"	"28"	"2018"	"2018"	421	2986530	14.1
	"Mississippi"	"28"	"2019"	"2019"	436	2976149	14.6
	"Mississippi"	"28"	"2020 "	"2020"	408	2966786	13.8
"Total"	"Mississippi"	"28"			8301	64598559	12.9
	"Missouri"	"29"	"1999"	"1999"	700	5561948	12.6
	"Missouri"	"29"	"2000"	"2000"	699	5595211	12.5
	"Missouri"	"29"	"2001"	"2001"	721	5641142	12.8
	"Missouri"	"29"	"2002"	"2002"	691	5674825	12.2
	"Missouri"	"29"	"2003"	"2003"	677	5709403	11.9
	"Missouri"	"29"	"2004"	"2004"	712	5747741	12.4
	"Missouri"	"29"	"2005"	"2005"	722	5790300	12.5
	"Missouri"	"29"	"2006"	"2006"	796	5842704	13.6
	"Missouri"	"29"	"2007"	"2007"	807	5887612	13.7
	"Missouri"	"29"	"2008"	"2008"	778	5923916	13.1
	"Missouri"	"29"	"2009"	"2009"	857	5961088	14.4
	"Missouri"	"29"	"2010"	"2010"	856	5988927	14.3
	"Missouri"	"29"	"2011"	"2011"	933	6010688	15.5
	"Missouri"	"29"	"2012"	"2012"	913	6021988	15.2
	"Missouri"	"29"	"2013"	"2013"	959	6044171	15.9
	"Missouri"	"29"	"2014"	"2014"	1016	6063589	16.8
	"Missouri"	"29"	"2015"	"2015"	1050	6083672	17.3
	"Missouri"	"29"	"2016"	"2016"	1133	6093000	18.6
	"Missouri"	"29"	"2017"	"2017"	1151	6113532	18.8
	"Missouri"	"29"	"2018"	"2018"	1230	6126452	20.1
	"Missouri"	"29"	"2019"	"2019"	1139	6137428	18.6
	"Missouri"	"29"	"2020 "	"2020"	1124	6151548	18.3
"Total"	"Missouri"	"29"			19664	130170885	15.1
	"Montana"	"30"	"1999"	"1999"	162	897507	18.0
	"Montana"	"30"	"2000"	"2000"	158	902195	17.5
	"Montana"	"30"	"2001"	"2001"	175	906961	19.3
	"Montana"	"30"	"2002"	"2002"	184	911667	20.2
	"Montana"	"30"	"2003"	"2003"	180	919630	19.6
	"Montana"	"30"	"2004"	"2004"	175	930009	18.8
	"Montana"	"30"	"2005"	"2005"	206	940102	21.9
	"Montana"	"30"	"2006"	"2006"	189	952692	19.8
	"Montana"	"30"	"2007"	"2007"	196	964706	20.3
	"Montana"	"30"	"2008"	"2008"	203	976415	20.8
	"Montana"	"30"	"2009"	"2009"	218	983982	22.2
	"Montana"	"30"	"2010"	"2010"	225	989415	22.7
	"Montana"	"30"	"2011"	"2011"	232	998199	23.2
	"Montana"	"30"	"2012"	"2012"	233	1005141	23.2
	"Montana"	"30"	"2013"	"2013"	243	1015165	23.9
	"Montana"	"30"	"2014"	"2014"	250	1023579	24.4
	"Montana"	"30"	"2015"	"2015"	271	1032949	26.2
	"Montana"	"30"	"2016"	"2016"	267	1042520	25.6
	"Montana"	"30"	"2017"	"2017"	311	1050493	29.6
	"Montana"	"30"	"2018"	"2018"	265	1062305	24.9
	"Montana"	"30"	"2019"	"2019"	289	1068778	27.0
	"Montana"	"30"	"2020 "	"2020"	300	1080577	27.8
"Total"	"Montana"	"30"			4932	21654987	22.8
	"Nebraska"	"31"	"1999"	"1999"	177	1704764	10.4
	"Nebraska"	"31"	"2000"	"2000"	193	1711263	11.3
	"Nebraska"	"31"	"2001"	"2001"	187	1719836	10.9
	"Nebraska"	"31"	"2002"	"2002"	201	1728292	11.6
	"Nebraska"	"31"	"2003"	"2003"	176	1738643	10.1
	"Nebraska"	"31"	"2004"	"2004"	166	1749370	9.5
	"Nebraska"	"31"	"2005"	"2005"	187	1761497	10.6
	"Nebraska"	"31"	"2006"	"2006"	202	1772693	11.4
	"Nebraska"	"31"	"2007"	"2007"	181	1783440	10.1
	"Nebraska"	"31"	"2008"	"2008"	190	1796378	10.6
	"Nebraska"	"31"	"2009"	"2009"	170	1812683	9.4
	"Nebraska"	"31"	"2010"	"2010"	192	1826341	10.5
	"Nebraska"	"31"	"2011"	"2011"	192	1842641	10.4
	"Nebraska"	"31"	"2012"	"2012"	231	1855525	12.4
	"Nebraska"	"31"	"2013"	"2013"	220	1868516	11.8
	"Nebraska"	"31"	"2014"	"2014"	251	1881503	13.3
	"Nebraska"	"31"	"2015"	"2015"	223	1896190	11.8
	"Nebraska"	"31"	"2016"	"2016"	246	1907116	12.9
	"Nebraska"	"31"	"2017"	"2017"	275	1920076	14.3
	"Nebraska"	"31"	"2018"	"2018"	271	1929268	14.0
	"Nebraska"	"31"	"2019"	"2019"	309	1934408	16.0
	"Nebraska"	"31"	"2020 "	"2020"	283	1937552	14.6
"Total"	"Nebraska"	"31"			4723	40077995	11.8
	"Nevada"	"32"	"1999"	"1999"	404	1934718	20.9
	"Nevada"	"32"	"2000"	"2000"	400	1998257	20.0
	"Nevada"	"32"	"2001"	"2001"	387	2098399	18.4
	"Nevada"	"32"	"2002"	"2002"	423	2173791	19.5
	"Nevada"	"32"	"2003"	"2003"	432	2248850	19.2
	"Nevada"	"32"	"2004"	"2004"	440	2346222	18.8
	"Nevada"	"32"	"2005"	"2005"	480	2432143	19.7
	"Nevada"	"32"	"2006"	"2006"	485	2522658	19.2
	"Nevada"	"32"	"2007"	"2007"	471	2601072	18.1
	"Nevada"	"32"	"2008"	"2008"	526	2653630	19.8
	"Nevada"	"32"	"2009"	"2009"	503	2684665	18.7
	"Nevada"	"32"	"2010"	"2010"	546	2700551	20.2
	"Nevada"	"32"	"2011"	"2011"	516	2723322	18.9
	"Nevada"	"32"	"2012"	"2012"	524	2758931	19.0
	"Nevada"	"32"	"2013"	"2013"	541	2790136	19.4
	"Nevada"	"32"	"2014"	"2014"	572	2839099	20.1
	"Nevada"	"32"	"2015"	"2015"	558	2890845	19.3
	"Nevada"	"32"	"2016"	"2016"	650	2940058	22.1
	"Nevada"	"32"	"2017"	"2017"	627	2998039	20.9
	"Nevada"	"32"	"2018"	"2018"	657	3034392	21.7
	"Nevada"	"32"	"2019"	"2019"	642	3080156	20.8
	"Nevada"	"32"	"2020 "	"2020"	602	3138259	19.2
"Total"	"Nevada"	"32"			11386	57588193	19.8
	"New Hampshire"	"33"	"1999"	"1999"	137	1222014	11.2
	"New Hampshire"	"33"	"2000"	"2000"	130	1235786	10.5
	"New Hampshire"	"33"	"2001"	"2001"	166	1255517	13.2
	"New Hampshire"	"33"	"2002"	"2002"	132	1269089	10.4
	"New Hampshire"	"33"	"2003"	"2003"	158	1279840	12.3
	"New Hampshire"	"33"	"2004"	"2004"	133	1290121	10.3
	"New Hampshire"	"33"	"2005"	"2005"	162	1298492	12.5
	"New Hampshire"	"33"	"2006"	"2006"	151	1308389	11.5
	"New Hampshire"	"33"	"2007"	"2007"	157	1312540	12.0
	"New Hampshire"	"33"	"2008"	"2008"	179	1315906	13.6
	"New Hampshire"	"33"	"2009"	"2009"	166	1316102	12.6
	"New Hampshire"	"33"	"2010"	"2010"	196	1316470	14.9
	"New Hampshire"	"33"	"2011"	"2011"	198	1318194	15.0
	"New Hampshire"	"33"	"2012"	"2012"	201	1320718	15.2
	"New Hampshire"	"33"	"2013"	"2013"	185	1323459	14.0
	"New Hampshire"	"33"	"2014"	"2014"	247	1326813	18.6
	"New Hampshire"	"33"	"2015"	"2015"	228	1330608	17.1
	"New Hampshire"	"33"	"2016"	"2016"	244	1334795	18.3
	"New Hampshire"	"33"	"2017"	"2017"	265	1342795	19.7
	"New Hampshire"	"33"	"2018"	"2018"	279	1356458	20.6
	"New Hampshire"	"33"	"2019"	"2019"	255	1359711	18.8
	"New Hampshire"	"33"	"2020 "	"2020"	234	1366275	17.1
"Total"	"New Hampshire"	"33"			4203	28800092	14.6
	"New Jersey"	"34"	"1999"	"1999"	563	8359592	6.7
	"New Jersey"	"34"	"2000"	"2000"	559	8414350	6.6
	"New Jersey"	"34"	"2001"	"2001"	588	8492671	6.9
	"New Jersey"	"34"	"2002"	"2002"	553	8552643	6.5
	"New Jersey"	"34"	"2003"	"2003"	587	8601402	6.8
	"New Jersey"	"34"	"2004"	"2004"	596	8634561	6.9
	"New Jersey"	"34"	"2005"	"2005"	535	8651974	6.2
	"New Jersey"	"34"	"2006"	"2006"	583	8661679	6.7
	"New Jersey"	"34"	"2007"	"2007"	592	8677885	6.8
	"New Jersey"	"34"	"2008"	"2008"	612	8711090	7.0
	"New Jersey"	"34"	"2009"	"2009"	554	8755602	6.3
	"New Jersey"	"34"	"2010"	"2010"	719	8791894	8.2
	"New Jersey"	"34"	"2011"	"2011"	687	8821155	7.8
	"New Jersey"	"34"	"2012"	"2012"	678	8864590	7.6
	"New Jersey"	"34"	"2013"	"2013"	754	8899339	8.5
	"New Jersey"	"34"	"2014"	"2014"	786	8938175	8.8
	"New Jersey"	"34"	"2015"	"2015"	787	8958013	8.8
	"New Jersey"	"34"	"2016"	"2016"	685	8944469	7.7
	"New Jersey"	"34"	"2017"	"2017"	795	9005644	8.8
	"New Jersey"	"34"	"2018"	"2018"	778	8908520	8.7
	"New Jersey"	"34"	"2019"	"2019"	762	8882190	8.6
	"New Jersey"	"34"	"2020 "	"2020"	679	8882371	7.6
"Total"	"New Jersey"	"34"			14432	192409809	7.5
	"New Mexico"	"35"	"1999"	"1999"	318	1808082	17.6
	"New Mexico"	"35"	"2000"	"2000"	327	1819046	18.0
	"New Mexico"	"35"	"2001"	"2001"	361	1831690	19.7
	"New Mexico"	"35"	"2002"	"2002"	349	1855309	18.8
	"New Mexico"	"35"	"2003"	"2003"	341	1877574	18.2
	"New Mexico"	"35"	"2004"	"2004"	355	1903808	18.6
	"New Mexico"	"35"	"2005"	"2005"	340	1932274	17.6
	"New Mexico"	"35"	"2006"	"2006"	352	1962137	17.9
	"New Mexico"	"35"	"2007"	"2007"	401	1990070	20.2
	"New Mexico"	"35"	"2008"	"2008"	417	2010662	20.7
	"New Mexico"	"35"	"2009"	"2009"	375	2036802	18.4
	"New Mexico"	"35"	"2010"	"2010"	412	2059179	20.0
	"New Mexico"	"35"	"2011"	"2011"	417	2082224	20.0
	"New Mexico"	"35"	"2012"	"2012"	441	2085538	21.1
	"New Mexico"	"35"	"2013"	"2013"	428	2085287	20.5
	"New Mexico"	"35"	"2014"	"2014"	449	2085572	21.5
	"New Mexico"	"35"	"2015"	"2015"	500	2085109	24.0
	"New Mexico"	"35"	"2016"	"2016"	471	2081015	22.6
	"New Mexico"	"35"	"2017"	"2017"	491	2088070	23.5
	"New Mexico"	"35"	"2018"	"2018"	535	2095428	25.5
	"New Mexico"	"35"	"2019"	"2019"	513	2096829	24.5
	"New Mexico"	"35"	"2020 "	"2020"	515	2106319	24.5
"Total"	"New Mexico"	"35"			9108	43978024	20.7
	"New York"	"36"	"1999"	"1999"	1195	18882725	6.3
	"New York"	"36"	"2000"	"2000"	1131	18976457	6.0
	"New York"	"36"	"2001"	"2001"	1251	19082838	6.6
	"New York"	"36"	"2002"	"2002"	1227	19137800	6.4
	"New York"	"36"	"2003"	"2003"	1166	19175939	6.1
	"New York"	"36"	"2004"	"2004"	1181	19171567	6.2
	"New York"	"36"	"2005"	"2005"	1187	19132610	6.2
	"New York"	"36"	"2006"	"2006"	1325	19104631	6.9
	"New York"	"36"	"2007"	"2007"	1393	19132335	7.3
	"New York"	"36"	"2008"	"2008"	1405	19212436	7.3
	"New York"	"36"	"2009"	"2009"	1414	19307066	7.3
	"New York"	"36"	"2010"	"2010"	1545	19378102	8.0
	"New York"	"36"	"2011"	"2011"	1649	19465197	8.5
	"New York"	"36"	"2012"	"2012"	1704	19570261	8.7
	"New York"	"36"	"2013"	"2013"	1684	19651127	8.6
	"New York"	"36"	"2014"	"2014"	1694	19746227	8.6
	"New York"	"36"	"2015"	"2015"	1650	19795791	8.3
	"New York"	"36"	"2016"	"2016"	1675	19745289	8.5
	"New York"	"36"	"2017"	"2017"	1696	19849399	8.5
	"New York"	"36"	"2018"	"2018"	1720	19542209	8.8
	"New York"	"36"	"2019"	"2019"	1704	19453561	8.8
	"New York"	"36"	"2020 "	"2020"	1641	19336776	8.5
"Total"	"New York"	"36"			32237	425850343	7.6
	"North Carolina"	"37"	"1999"	"1999"	884	7949361	11.1
	"North Carolina"	"37"	"2000"	"2000"	971	8049313	12.1
	"North Carolina"	"37"	"2001"	"2001"	997	8210122	12.1
	"North Carolina"	"37"	"2002"	"2002"	986	8326201	11.8
	"North Carolina"	"37"	"2003"	"2003"	953	8422501	11.3
	"North Carolina"	"37"	"2004"	"2004"	1025	8553152	12.0
	"North Carolina"	"37"	"2005"	"2005"	1008	8705407	11.6
	"North Carolina"	"37"	"2006"	"2006"	1098	8917270	12.3
	"North Carolina"	"37"	"2007"	"2007"	1074	9118037	11.8
	"North Carolina"	"37"	"2008"	"2008"	1160	9309449	12.5
	"North Carolina"	"37"	"2009"	"2009"	1173	9449566	12.4
	"North Carolina"	"37"	"2010"	"2010"	1172	9535483	12.3
	"North Carolina"	"37"	"2011"	"2011"	1213	9656401	12.6
	"North Carolina"	"37"	"2012"	"2012"	1283	9752073	13.2
	"North Carolina"	"37"	"2013"	"2013"	1279	9848060	13.0
	"North Carolina"	"37"	"2014"	"2014"	1352	9943964	13.6
	"North Carolina"	"37"	"2015"	"2015"	1403	10042802	14.0
	"North Carolina"	"37"	"2016"	"2016"	1370	10146788	13.5
	"North Carolina"	"37"	"2017"	"2017"	1521	10273419	14.8
	"North Carolina"	"37"	"2018"	"2018"	1494	10383620	14.4
	"North Carolina"	"37"	"2019"	"2019"	1357	10488084	12.9
	"North Carolina"	"37"	"2020 "	"2020"	1441	10600823	13.6
"Total"	"North Carolina"	"37"			26214	205681896	12.7
	"North Dakota"	"38"	"1999"	"1999"	73	644259	11.3
	"North Dakota"	"38"	"2000"	"2000"	68	642200	10.6
	"North Dakota"	"38"	"2001"	"2001"	79	639062	12.4
	"North Dakota"	"38"	"2002"	"2002"	91	638168	14.3
	"North Dakota"	"38"	"2003"	"2003"	81	638817	12.7
	"North Dakota"	"38"	"2004"	"2004"	73	644705	11.3
	"North Dakota"	"38"	"2005"	"2005"	92	646089	14.2
	"North Dakota"	"38"	"2006"	"2006"	90	649422	13.9
	"North Dakota"	"38"	"2007"	"2007"	95	652822	14.6
	"North Dakota"	"38"	"2008"	"2008"	86	657569	13.1
	"North Dakota"	"38"	"2009"	"2009"	90	664968	13.5
	"North Dakota"	"38"	"2010"	"2010"	106	672591	15.8
	"North Dakota"	"38"	"2011"	"2011"	101	683932	14.8
	"North Dakota"	"38"	"2012"	"2012"	105	699628	15.0
	"North Dakota"	"38"	"2013"	"2013"	128	723393	17.7
	"North Dakota"	"38"	"2014"	"2014"	137	739482	18.5
	"North Dakota"	"38"	"2015"	"2015"	124	756927	16.4
	"North Dakota"	"38"	"2016"	"2016"	140	757952	18.5
	"North Dakota"	"38"	"2017"	"2017"	154	755393	20.4
	"North Dakota"	"38"	"2018"	"2018"	146	760077	19.2
	"North Dakota"	"38"	"2019"	"2019"	136	762062	17.8
	"North Dakota"	"38"	"2020 "	"2020"	135	765309	17.6
"Total"	"North Dakota"	"38"			2330	15194827	15.3
	"Ohio"	"39"	"1999"	"1999"	1102	11335454	9.7
	"Ohio"	"39"	"2000"	"2000"	1087	11353140	9.6
	"Ohio"	"39"	"2001"	"2001"	1218	11387404	10.7
	"Ohio"	"39"	"2002"	"2002"	1285	11407889	11.3
	"Ohio"	"39"	"2003"	"2003"	1072	11434788	9.4
	"Ohio"	"39"	"2004"	"2004"	1316	11452251	11.5
	"Ohio"	"39"	"2005"	"2005"	1340	11463320	11.7
	"Ohio"	"39"	"2006"	"2006"	1319	11481213	11.5
	"Ohio"	"39"	"2007"	"2007"	1293	11500468	11.2
	"Ohio"	"39"	"2008"	"2008"	1410	11515391	12.2
	"Ohio"	"39"	"2009"	"2009"	1174	11528896	10.2
	"Ohio"	"39"	"2010"	"2010"	1436	11536504	12.4
	"Ohio"	"39"	"2011"	"2011"	1462	11544951	12.7
	"Ohio"	"39"	"2012"	"2012"	1537	11544225	13.3
	"Ohio"	"39"	"2013"	"2013"	1525	11570808	13.2
	"Ohio"	"39"	"2014"	"2014"	1491	11594163	12.9
	"Ohio"	"39"	"2015"	"2015"	1649	11613423	14.2
	"Ohio"	"39"	"2016"	"2016"	1705	11614373	14.7
	"Ohio"	"39"	"2017"	"2017"	1738	11658609	14.9
	"Ohio"	"39"	"2018"	"2018"	1835	11689442	15.7
	"Ohio"	"39"	"2019"	"2019"	1805	11689100	15.4
	"Ohio"	"39"	"2020 "	"2020"	1641	11693217	14.0
"Total"	"Ohio"	"39"			31440	253609029	12.4
	"Oklahoma"	"40"	"1999"	"1999"	492	3437147	14.3
	"Oklahoma"	"40"	"2000"	"2000"	497	3450654	14.4
	"Oklahoma"	"40"	"2001"	"2001"	515	3467100	14.9
	"Oklahoma"	"40"	"2002"	"2002"	501	3489080	14.4
	"Oklahoma"	"40"	"2003"	"2003"	475	3504892	13.6
	"Oklahoma"	"40"	"2004"	"2004"	505	3525233	14.3
	"Oklahoma"	"40"	"2005"	"2005"	513	3548597	14.5
	"Oklahoma"	"40"	"2006"	"2006"	535	3594090	14.9
	"Oklahoma"	"40"	"2007"	"2007"	530	3634349	14.6
	"Oklahoma"	"40"	"2008"	"2008"	574	3668976	15.6
	"Oklahoma"	"40"	"2009"	"2009"	566	3717572	15.2
	"Oklahoma"	"40"	"2010"	"2010"	617	3751351	16.4
	"Oklahoma"	"40"	"2011"	"2011"	691	3791508	18.2
	"Oklahoma"	"40"	"2012"	"2012"	667	3814820	17.5
	"Oklahoma"	"40"	"2013"	"2013"	665	3850568	17.3
	"Oklahoma"	"40"	"2014"	"2014"	733	3878051	18.9
	"Oklahoma"	"40"	"2015"	"2015"	790	3911338	20.2
	"Oklahoma"	"40"	"2016"	"2016"	821	3923561	20.9
	"Oklahoma"	"40"	"2017"	"2017"	756	3930864	19.2
	"Oklahoma"	"40"	"2018"	"2018"	790	3943079	20.0
	"Oklahoma"	"40"	"2019"	"2019"	816	3956971	20.6
	"Oklahoma"	"40"	"2020 "	"2020"	869	3980783	21.8
"Total"	"Oklahoma"	"40"			13918	81770584	17.0
	"Oregon"	"41"	"1999"	"1999"	477	3393941	14.1
	"Oregon"	"41"	"2000"	"2000"	493	3421399	14.4
	"Oregon"	"41"	"2001"	"2001"	503	3467937	14.5
	"Oregon"	"41"	"2002"	"2002"	517	3513424	14.7
	"Oregon"	"41"	"2003"	"2003"	591	3547376	16.7
	"Oregon"	"41"	"2004"	"2004"	554	3569463	15.5
	"Oregon"	"41"	"2005"	"2005"	559	3613202	15.5
	"Oregon"	"41"	"2006"	"2006"	576	3670883	15.7
	"Oregon"	"41"	"2007"	"2007"	590	3722417	15.8
	"Oregon"	"41"	"2008"	"2008"	571	3768748	15.2
	"Oregon"	"41"	"2009"	"2009"	642	3808600	16.9
	"Oregon"	"41"	"2010"	"2010"	684	3831074	17.9
