"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2004"	"2004"	"16 years"	"16"	269	4213762	6.4
	"2004"	"2004"	"17 years"	"17"	298	4167308	7.2
	"2004"	"2004"	"18 years"	"18"	441	4214061	10.5
	"2004"	"2004"	"19 years"	"19"	511	4242558	12.0
	"2004"	"2004"	"20 years"	"20"	447	4131771	10.8
	"2004"	"2004"	"21 years"	"21"	547	4180191	13.1
	"2004"	"2004"	"22 years"	"22"	536	4173077	12.8
	"2004"	"2004"	"23 years"	"23"	552	4192674	13.2
	"2004"	"2004"	"24 years"	"24"	525	4167847	12.6
	"2004"	"2004"	"25 years"	"25"	502	3981519	12.6
	"2004"	"2004"	"26 years"	"26"	479	3838225	12.5
	"2004"	"2004"	"27 years"	"27"	466	3801676	12.3
	"2004"	"2004"	"28 years"	"28"	478	3697495	12.9
	"2004"	"2004"	"29 years"	"29"	482	3788140	12.7
	"2004"	"2004"	"30 years"	"30"	463	3737940	12.4
	"2004"	"2004"	"31 years"	"31"	501	3790984	13.2
	"2004"	"2004"	"32 years"	"32"	526	4023788	13.1
	"2004"	"2004"	"33 years"	"33"	586	4257394	13.8
	"2004"	"2004"	"34 years"	"34"	581	4349395	13.4
	"2004"	"2004"	"35 years"	"35"	562	4127056	13.6
	"2004"	"2004"	"36 years"	"36"	526	4048580	13.0
	"2004"	"2004"	"37 years"	"37"	598	4051890	14.8
	"2004"	"2004"	"38 years"	"38"	595	4174027	14.3
	"2004"	"2004"	"39 years"	"39"	665	4473096	14.9
	"2004"	"2004"	"40 years"	"40"	725	4540929	16.0
	"2004"	"2004"	"41 years"	"41"	707	4540376	15.6
	"2004"	"2004"	"42 years"	"42"	758	4555019	16.6
	"2004"	"2004"	"43 years"	"43"	720	4610120	15.6
	"2004"	"2004"	"44 years"	"44"	771	4679182	16.5
	"2004"	"2004"	"45 years"	"45"	749	4486566	16.7
	"2004"	"2004"	"46 years"	"46"	743	4506067	16.5
	"2004"	"2004"	"47 years"	"47"	779	4465196	17.4
	"2004"	"2004"	"48 years"	"48"	739	4287486	17.2
	"2004"	"2004"	"49 years"	"49"	721	4319947	16.7
	"2004"	"2004"	"50 years"	"50"	702	4121104	17.0
	"2004"	"2004"	"51 years"	"51"	640	4010062	16.0
	"2004"	"2004"	"52 years"	"52"	613	3868188	15.8
	"2004"	"2004"	"53 years"	"53"	589	3782872	15.6
	"2004"	"2004"	"54 years"	"54"	610	3782442	16.1
	"2004"	"2004"	"55 years"	"55"	507	3618001	14.0
	"2004"	"2004"	"56 years"	"56"	503	3603856	14.0
	"2004"	"2004"	"57 years"	"57"	524	3763702	13.9
	"2004"	"2004"	"58 years"	"58"	411	2819754	14.6
	"2004"	"2004"	"59 years"	"59"	399	2801863	14.2
	"2004"	"2004"	"60 years"	"60"	400	2739059	14.6
	"2004"	"2004"	"61 years"	"61"	400	2848602	14.0
	"2004"	"2004"	"62 years"	"62"	305	2515357	12.1
	"2004"	"2004"	"63 years"	"63"	292	2335553	12.5
	"2004"	"2004"	"64 years"	"64"	263	2259557	11.6
	"2004"	"2004"	"65 years"	"65"	247	2148431	11.5
	"2004"	"2004"	"66 years"	"66"	241	2098650	11.5
	"2004"	"2004"	"67 years"	"67"	225	1975087	11.4
	"2004"	"2004"	"68 years"	"68"	203	1930847	10.5
	"2004"	"2004"	"69 years"	"69"	214	1920414	11.1
	"2004"	"2004"	"70 years"	"70"	219	1744903	12.6
	"2004"	"2004"	"71 years"	"71"	237	1747347	13.6
	"2004"	"2004"	"72 years"	"72"	216	1713793	12.6
	"2004"	"2004"	"73 years"	"73"	230	1691931	13.6
	"2004"	"2004"	"74 years"	"74"	238	1696130	14.0
	"2004"	"2004"	"75 years"	"75"	274	1581121	17.3
	"2004"	"2004"	"76 years"	"76"	228	1566753	14.6
	"2004"	"2004"	"77 years"	"77"	232	1501866	15.4
	"2004"	"2004"	"78 years"	"78"	220	1425682	15.4
	"2004"	"2004"	"79 years"	"79"	233	1385977	16.8
	"2004"	"2004"	"80 years"	"80"	190	1286733	14.8
	"2004"	"2004"	"81 years"	"81"	199	1189534	16.7
	"2004"	"2004"	"82 years"	"82"	225	1115106	20.2
	"2004"	"2004"	"83 years"	"83"	159	1023151	15.5
	"2004"	"2004"	"84 years"	"84"	156	913980	17.1
	"2004"	"2004"	"85 years"	"85"	144	Not Applicable	Not Applicable
	"2004"	"2004"	"86 years"	"86"	126	Not Applicable	Not Applicable
	"2004"	"2004"	"87 years"	"87"	119	Not Applicable	Not Applicable
	"2004"	"2004"	"88 years"	"88"	86	Not Applicable	Not Applicable
	"2004"	"2004"	"89 years"	"89"	76	Not Applicable	Not Applicable
	"2004"	"2004"	"90 years"	"90"	61	Not Applicable	Not Applicable
	"2004"	"2004"	"91 years"	"91"	55	Not Applicable	Not Applicable
	"2004"	"2004"	"92 years"	"92"	35	Not Applicable	Not Applicable
	"2004"	"2004"	"93 years"	"93"	37	Not Applicable	Not Applicable
	"2004"	"2004"	"94 years"	"94"	19	Not Applicable	Not Applicable
	"2004"	"2004"	"95 years"	"95"	20	Not Applicable	Not Applicable
	"2005"	"2005"	"11 years"	"11"	26	4149228	0.6
	"2005"	"2005"	"12 years"	"12"	39	4251162	0.9
	"2005"	"2005"	"13 years"	"13"	65	4308851	1.5
	"2005"	"2005"	"14 years"	"14"	131	4353216	3.0
	"2005"	"2005"	"15 years"	"15"	187	4456969	4.2
	"2005"	"2005"	"16 years"	"16"	226	4308145	5.2
	"2005"	"2005"	"17 years"	"17"	334	4239509	7.9
	"2005"	"2005"	"18 years"	"18"	387	4225126	9.2
	"2005"	"2005"	"19 years"	"19"	476	4256465	11.2
	"2005"	"2005"	"20 years"	"20"	479	4241197	11.3
	"2005"	"2005"	"21 years"	"21"	533	4150658	12.8
	"2005"	"2005"	"22 years"	"22"	509	4176096	12.2
	"2005"	"2005"	"23 years"	"23"	562	4183656	13.4
	"2005"	"2005"	"24 years"	"24"	509	4208348	12.1
	"2005"	"2005"	"25 years"	"25"	521	4206096	12.4
	"2005"	"2005"	"26 years"	"26"	477	3966722	12.0
	"2005"	"2005"	"27 years"	"27"	501	3870040	12.9
	"2005"	"2005"	"28 years"	"28"	451	3805526	11.9
	"2005"	"2005"	"29 years"	"29"	423	3686326	11.5
	"2005"	"2005"	"30 years"	"30"	493	3866581	12.8
	"2005"	"2005"	"31 years"	"31"	477	3705594	12.9
	"2005"	"2005"	"32 years"	"32"	526	3848038	13.7
	"2005"	"2005"	"33 years"	"33"	532	4035045	13.2
	"2005"	"2005"	"34 years"	"34"	580	4268679	13.6
	"2005"	"2005"	"35 years"	"35"	609	4377057	13.9
	"2005"	"2005"	"36 years"	"36"	513	4130501	12.4
	"2005"	"2005"	"37 years"	"37"	551	4044933	13.6
	"2005"	"2005"	"38 years"	"38"	581	4060608	14.3
	"2005"	"2005"	"39 years"	"39"	635	4185554	15.2
	"2005"	"2005"	"40 years"	"40"	665	4470383	14.9
	"2005"	"2005"	"41 years"	"41"	708	4553968	15.5
	"2005"	"2005"	"42 years"	"42"	755	4537278	16.6
	"2005"	"2005"	"43 years"	"43"	721	4559728	15.8
	"2005"	"2005"	"44 years"	"44"	798	4585528	17.4
	"2005"	"2005"	"45 years"	"45"	788	4666734	16.9
	"2005"	"2005"	"46 years"	"46"	717	4496805	15.9
	"2005"	"2005"	"47 years"	"47"	785	4511695	17.4
	"2005"	"2005"	"48 years"	"48"	759	4449860	17.1
	"2005"	"2005"	"49 years"	"49"	703	4292077	16.4
	"2005"	"2005"	"50 years"	"50"	649	4295348	15.1
	"2005"	"2005"	"51 years"	"51"	655	4138594	15.8
	"2005"	"2005"	"52 years"	"52"	672	3989065	16.8
	"2005"	"2005"	"53 years"	"53"	648	3871906	16.7
	"2005"	"2005"	"54 years"	"54"	600	3783820	15.9
	"2005"	"2005"	"55 years"	"55"	563	3748247	15.0
	"2005"	"2005"	"56 years"	"56"	497	3625240	13.7
	"2005"	"2005"	"57 years"	"57"	481	3582008	13.4
	"2005"	"2005"	"58 years"	"58"	527	3748661	14.1
	"2005"	"2005"	"59 years"	"59"	401	2799064	14.3
	"2005"	"2005"	"60 years"	"60"	388	2763609	14.0
	"2005"	"2005"	"61 years"	"61"	385	2745139	14.0
	"2005"	"2005"	"62 years"	"62"	355	2827064	12.6
	"2005"	"2005"	"63 years"	"63"	309	2498812	12.4
	"2005"	"2005"	"64 years"	"64"	289	2303653	12.5
	"2005"	"2005"	"65 years"	"65"	252	2240858	11.2
	"2005"	"2005"	"66 years"	"66"	248	2121740	11.7
	"2005"	"2005"	"67 years"	"67"	227	2074635	10.9
	"2005"	"2005"	"68 years"	"68"	232	1945279	11.9
	"2005"	"2005"	"69 years"	"69"	237	1896115	12.5
	"2005"	"2005"	"70 years"	"70"	220	1873726	11.7
	"2005"	"2005"	"71 years"	"71"	218	1718367	12.7
	"2005"	"2005"	"72 years"	"72"	224	1700960	13.2
	"2005"	"2005"	"73 years"	"73"	233	1671512	13.9
	"2005"	"2005"	"74 years"	"74"	247	1638505	15.1
	"2005"	"2005"	"75 years"	"75"	227	1629763	13.9
	"2005"	"2005"	"76 years"	"76"	232	1535359	15.1
	"2005"	"2005"	"77 years"	"77"	226	1501643	15.1
	"2005"	"2005"	"78 years"	"78"	235	1439475	16.3
	"2005"	"2005"	"79 years"	"79"	220	1357369	16.2
	"2005"	"2005"	"80 years"	"80"	209	1305661	16.0
	"2005"	"2005"	"81 years"	"81"	214	1218283	17.6
	"2005"	"2005"	"82 years"	"82"	239	1109756	21.5
	"2005"	"2005"	"83 years"	"83"	213	1038431	20.5
	"2005"	"2005"	"84 years"	"84"	179	939062	19.1
	"2005"	"2005"	"85 years"	"85"	158	Not Applicable	Not Applicable
	"2005"	"2005"	"86 years"	"86"	143	Not Applicable	Not Applicable
	"2005"	"2005"	"87 years"	"87"	109	Not Applicable	Not Applicable
	"2005"	"2005"	"88 years"	"88"	90	Not Applicable	Not Applicable
	"2005"	"2005"	"89 years"	"89"	91	Not Applicable	Not Applicable
	"2005"	"2005"	"90 years"	"90"	70	Not Applicable	Not Applicable
	"2005"	"2005"	"91 years"	"91"	51	Not Applicable	Not Applicable
	"2005"	"2005"	"92 years"	"92"	46	Not Applicable	Not Applicable
	"2005"	"2005"	"93 years"	"93"	30	Not Applicable	Not Applicable
	"2005"	"2005"	"94 years"	"94"	26	Not Applicable	Not Applicable
	"2005"	"2005"	"95 years"	"95"	18	Not Applicable	Not Applicable
	"2005"	"2005"	"96 years"	"96"	11	Not Applicable	Not Applicable
	"2006"	"2006"	"11 years"	"11"	20	4141970	0.5
	"2006"	"2006"	"12 years"	"12"	30	4196880	0.7
	"2006"	"2006"	"13 years"	"13"	57	4264733	1.3
	"2006"	"2006"	"14 years"	"14"	106	4308450	2.5
	"2006"	"2006"	"15 years"	"15"	191	4406515	4.3
	"2006"	"2006"	"16 years"	"16"	235	4502997	5.2
	"2006"	"2006"	"17 years"	"17"	292	4331493	6.7
	"2006"	"2006"	"18 years"	"18"	355	4301050	8.3
	"2006"	"2006"	"19 years"	"19"	477	4265654	11.2
	"2006"	"2006"	"20 years"	"20"	472	4248095	11.1
	"2006"	"2006"	"21 years"	"21"	556	4258790	13.1
	"2006"	"2006"	"22 years"	"22"	513	4141532	12.4
	"2006"	"2006"	"23 years"	"23"	526	4186427	12.6
	"2006"	"2006"	"24 years"	"24"	555	4201291	13.2
	"2006"	"2006"	"25 years"	"25"	564	4254643	13.3
	"2006"	"2006"	"26 years"	"26"	519	4186325	12.4
	"2006"	"2006"	"27 years"	"27"	511	4004498	12.8
	"2006"	"2006"	"28 years"	"28"	481	3874154	12.4
	"2006"	"2006"	"29 years"	"29"	476	3790391	12.6
	"2006"	"2006"	"30 years"	"30"	482	3779051	12.8
	"2006"	"2006"	"31 years"	"31"	480	3824265	12.6
	"2006"	"2006"	"32 years"	"32"	431	3772538	11.4
	"2006"	"2006"	"33 years"	"33"	484	3860165	12.5
	"2006"	"2006"	"34 years"	"34"	538	4049149	13.3
	"2006"	"2006"	"35 years"	"35"	616	4302604	14.3
	"2006"	"2006"	"36 years"	"36"	602	4380502	13.7
	"2006"	"2006"	"37 years"	"37"	616	4126573	14.9
	"2006"	"2006"	"38 years"	"38"	616	4056686	15.2
	"2006"	"2006"	"39 years"	"39"	658	4074868	16.1
	"2006"	"2006"	"40 years"	"40"	615	4184594	14.7
	"2006"	"2006"	"41 years"	"41"	657	4488189	14.6
	"2006"	"2006"	"42 years"	"42"	703	4552280	15.4
	"2006"	"2006"	"43 years"	"43"	717	4544742	15.8
	"2006"	"2006"	"44 years"	"44"	775	4532763	17.1
	"2006"	"2006"	"45 years"	"45"	747	4573546	16.3
	"2006"	"2006"	"46 years"	"46"	793	4682144	16.9
	"2006"	"2006"	"47 years"	"47"	799	4506142	17.7
	"2006"	"2006"	"48 years"	"48"	769	4495342	17.1
	"2006"	"2006"	"49 years"	"49"	774	4458112	17.4
	"2006"	"2006"	"50 years"	"50"	731	4264904	17.1
	"2006"	"2006"	"51 years"	"51"	752	4320192	17.4
	"2006"	"2006"	"52 years"	"52"	745	4114856	18.1
	"2006"	"2006"	"53 years"	"53"	684	3996095	17.1
	"2006"	"2006"	"54 years"	"54"	610	3874826	15.7
	"2006"	"2006"	"55 years"	"55"	627	3745012	16.7
	"2006"	"2006"	"56 years"	"56"	551	3760899	14.7
	"2006"	"2006"	"57 years"	"57"	532	3601973	14.8
	"2006"	"2006"	"58 years"	"58"	540	3568659	15.1
	"2006"	"2006"	"59 years"	"59"	537	3720317	14.4
	"2006"	"2006"	"60 years"	"60"	428	2757092	15.5
	"2006"	"2006"	"61 years"	"61"	376	2776869	13.5
	"2006"	"2006"	"62 years"	"62"	332	2725651	12.2
	"2006"	"2006"	"63 years"	"63"	344	2810202	12.2
	"2006"	"2006"	"64 years"	"64"	302	2463439	12.3
	"2006"	"2006"	"65 years"	"65"	265	2286008	11.6
	"2006"	"2006"	"66 years"	"66"	306	2213751	13.8
	"2006"	"2006"	"67 years"	"67"	251	2098690	12.0
	"2006"	"2006"	"68 years"	"68"	262	2044245	12.8
	"2006"	"2006"	"69 years"	"69"	215	1910507	11.3
	"2006"	"2006"	"70 years"	"70"	221	1848556	12.0
	"2006"	"2006"	"71 years"	"71"	209	1848947	11.3
	"2006"	"2006"	"72 years"	"72"	223	1672443	13.3
	"2006"	"2006"	"73 years"	"73"	208	1660842	12.5
	"2006"	"2006"	"74 years"	"74"	215	1619038	13.3
	"2006"	"2006"	"75 years"	"75"	260	1573506	16.5
	"2006"	"2006"	"76 years"	"76"	227	1587027	14.3
	"2006"	"2006"	"77 years"	"77"	220	1472328	14.9
	"2006"	"2006"	"78 years"	"78"	228	1441641	15.8
	"2006"	"2006"	"79 years"	"79"	215	1372532	15.7
	"2006"	"2006"	"80 years"	"80"	225	1278890	17.6
	"2006"	"2006"	"81 years"	"81"	200	1239927	16.1
	"2006"	"2006"	"82 years"	"82"	186	1138135	16.3
	"2006"	"2006"	"83 years"	"83"	175	1036784	16.9
	"2006"	"2006"	"84 years"	"84"	138	954381	14.5
	"2006"	"2006"	"85 years"	"85"	168	Not Applicable	Not Applicable
	"2006"	"2006"	"86 years"	"86"	135	Not Applicable	Not Applicable
	"2006"	"2006"	"87 years"	"87"	113	Not Applicable	Not Applicable
	"2006"	"2006"	"88 years"	"88"	106	Not Applicable	Not Applicable
	"2006"	"2006"	"89 years"	"89"	77	Not Applicable	Not Applicable
	"2006"	"2006"	"90 years"	"90"	61	Not Applicable	Not Applicable
	"2006"	"2006"	"91 years"	"91"	45	Not Applicable	Not Applicable
	"2006"	"2006"	"92 years"	"92"	52	Not Applicable	Not Applicable
	"2006"	"2006"	"93 years"	"93"	30	Not Applicable	Not Applicable
	"2006"	"2006"	"94 years"	"94"	18	Not Applicable	Not Applicable
	"2006"	"2006"	"95 years"	"95"	11	Not Applicable	Not Applicable
	"2007"	"2007"	"10 years"	"10"	11	4075718	Unreliable
	"2007"	"2007"	"11 years"	"11"	18	4106492	Unreliable
	"2007"	"2007"	"12 years"	"12"	25	4192002	0.6
	"2007"	"2007"	"13 years"	"13"	48	4207326	1.1
	"2007"	"2007"	"14 years"	"14"	77	4259504	1.8
	"2007"	"2007"	"15 years"	"15"	158	4364495	3.6
	"2007"	"2007"	"16 years"	"16"	228	4452250	5.1
	"2007"	"2007"	"17 years"	"17"	267	4521045	5.9
	"2007"	"2007"	"18 years"	"18"	393	4394638	8.9
	"2007"	"2007"	"19 years"	"19"	434	4335388	10.0
	"2007"	"2007"	"20 years"	"20"	457	4242404	10.8
	"2007"	"2007"	"21 years"	"21"	532	4257371	12.5
	"2007"	"2007"	"22 years"	"22"	593	4236043	14.0
	"2007"	"2007"	"23 years"	"23"	515	4143940	12.4
	"2007"	"2007"	"24 years"	"24"	553	4198241	13.2
	"2007"	"2007"	"25 years"	"25"	565	4245572	13.3
	"2007"	"2007"	"26 years"	"26"	551	4222850	13.0
	"2007"	"2007"	"27 years"	"27"	503	4224395	11.9
	"2007"	"2007"	"28 years"	"28"	513	3999799	12.8
	"2007"	"2007"	"29 years"	"29"	536	3850082	13.9
	"2007"	"2007"	"30 years"	"30"	499	3894527	12.8
	"2007"	"2007"	"31 years"	"31"	479	3724612	12.9
	"2007"	"2007"	"32 years"	"32"	541	3899463	13.9
	"2007"	"2007"	"33 years"	"33"	509	3780927	13.5
	"2007"	"2007"	"34 years"	"34"	573	3871236	14.8
	"2007"	"2007"	"35 years"	"35"	573	4083733	14.0
	"2007"	"2007"	"36 years"	"36"	632	4302578	14.7
	"2007"	"2007"	"37 years"	"37"	608	4370533	13.9
	"2007"	"2007"	"38 years"	"38"	619	4136991	15.0
	"2007"	"2007"	"39 years"	"39"	586	4070056	14.4
	"2007"	"2007"	"40 years"	"40"	691	4071341	17.0
	"2007"	"2007"	"41 years"	"41"	693	4202260	16.5
	"2007"	"2007"	"42 years"	"42"	712	4485432	15.9
	"2007"	"2007"	"43 years"	"43"	775	4560505	17.0
	"2007"	"2007"	"44 years"	"44"	823	4512801	18.2
	"2007"	"2007"	"45 years"	"45"	788	4519792	17.4
	"2007"	"2007"	"46 years"	"46"	814	4591932	17.7
	"2007"	"2007"	"47 years"	"47"	820	4694196	17.5
	"2007"	"2007"	"48 years"	"48"	824	4487653	18.4
	"2007"	"2007"	"49 years"	"49"	794	4506188	17.6
	"2007"	"2007"	"50 years"	"50"	744	4426479	16.8
	"2007"	"2007"	"51 years"	"51"	748	4294933	17.4
	"2007"	"2007"	"52 years"	"52"	803	4292620	18.7
	"2007"	"2007"	"53 years"	"53"	724	4124978	17.6
	"2007"	"2007"	"54 years"	"54"	701	4001168	17.5
	"2007"	"2007"	"55 years"	"55"	677	3829701	17.7
	"2007"	"2007"	"56 years"	"56"	607	3761384	16.1
	"2007"	"2007"	"57 years"	"57"	590	3734883	15.8
	"2007"	"2007"	"58 years"	"58"	553	3588953	15.4
	"2007"	"2007"	"59 years"	"59"	532	3539851	15.0
	"2007"	"2007"	"60 years"	"60"	585	3659454	16.0
	"2007"	"2007"	"61 years"	"61"	414	2775802	14.9
	"2007"	"2007"	"62 years"	"62"	351	2757918	12.7
	"2007"	"2007"	"63 years"	"63"	352	2711325	13.0
	"2007"	"2007"	"64 years"	"64"	400	2769163	14.4
	"2007"	"2007"	"65 years"	"65"	294	2445756	12.0
	"2007"	"2007"	"66 years"	"66"	274	2257671	12.1
	"2007"	"2007"	"67 years"	"67"	289	2191327	13.2
	"2007"	"2007"	"68 years"	"68"	257	2068095	12.4
	"2007"	"2007"	"69 years"	"69"	263	2007386	13.1
	"2007"	"2007"	"70 years"	"70"	204	1860716	11.0
	"2007"	"2007"	"71 years"	"71"	212	1826784	11.6
	"2007"	"2007"	"72 years"	"72"	227	1798955	12.6
	"2007"	"2007"	"73 years"	"73"	207	1633722	12.7
	"2007"	"2007"	"74 years"	"74"	209	1608315	13.0
	"2007"	"2007"	"75 years"	"75"	226	1553097	14.6
	"2007"	"2007"	"76 years"	"76"	249	1535224	16.2
	"2007"	"2007"	"77 years"	"77"	269	1521903	17.7
	"2007"	"2007"	"78 years"	"78"	246	1414814	17.4
	"2007"	"2007"	"79 years"	"79"	212	1375325	15.4
	"2007"	"2007"	"80 years"	"80"	199	1292775	15.4
	"2007"	"2007"	"81 years"	"81"	206	1216593	16.9
	"2007"	"2007"	"82 years"	"82"	174	1158822	15.0
	"2007"	"2007"	"83 years"	"83"	170	1065220	16.0
	"2007"	"2007"	"84 years"	"84"	163	953666	17.1
	"2007"	"2007"	"85 years"	"85"	163	Not Applicable	Not Applicable
	"2007"	"2007"	"86 years"	"86"	151	Not Applicable	Not Applicable
	"2007"	"2007"	"87 years"	"87"	121	Not Applicable	Not Applicable
	"2007"	"2007"	"88 years"	"88"	83	Not Applicable	Not Applicable
	"2007"	"2007"	"89 years"	"89"	73	Not Applicable	Not Applicable
	"2007"	"2007"	"90 years"	"90"	75	Not Applicable	Not Applicable
	"2007"	"2007"	"91 years"	"91"	57	Not Applicable	Not Applicable
	"2007"	"2007"	"92 years"	"92"	44	Not Applicable	Not Applicable
	"2007"	"2007"	"93 years"	"93"	39	Not Applicable	Not Applicable
	"2007"	"2007"	"94 years"	"94"	14	Not Applicable	Not Applicable
	"2007"	"2007"	"95 years"	"95"	17	Not Applicable	Not Applicable
	"2008"	"2008"	"11 years"	"11"	14	4055388	Unreliable
	"2008"	"2008"	"12 years"	"12"	25	4159477	0.6
	"2008"	"2008"	"13 years"	"13"	64	4200016	1.5
	"2008"	"2008"	"14 years"	"14"	109	4198094	2.6
	"2008"	"2008"	"15 years"	"15"	174	4318982	4.0
	"2008"	"2008"	"16 years"	"16"	261	4411176	5.9
	"2008"	"2008"	"17 years"	"17"	328	4467060	7.3
	"2008"	"2008"	"18 years"	"18"	359	4588123	7.8
	"2008"	"2008"	"19 years"	"19"	481	4425539	10.9
	"2008"	"2008"	"20 years"	"20"	483	4302988	11.2
	"2008"	"2008"	"21 years"	"21"	555	4251950	13.1
	"2008"	"2008"	"22 years"	"22"	554	4232792	13.1
	"2008"	"2008"	"23 years"	"23"	558	4237432	13.2
	"2008"	"2008"	"24 years"	"24"	542	4155450	13.0
	"2008"	"2008"	"25 years"	"25"	579	4246210	13.6
	"2008"	"2008"	"26 years"	"26"	516	4206583	12.3
	"2008"	"2008"	"27 years"	"27"	535	4265165	12.5
	"2008"	"2008"	"28 years"	"28"	550	4215620	13.0
	"2008"	"2008"	"29 years"	"29"	529	3969090	13.3
	"2008"	"2008"	"30 years"	"30"	526	3970191	13.2
	"2008"	"2008"	"31 years"	"31"	543	3828094	14.2
	"2008"	"2008"	"32 years"	"32"	480	3807761	12.6
	"2008"	"2008"	"33 years"	"33"	543	3907253	13.9
	"2008"	"2008"	"34 years"	"34"	488	3791506	12.9
	"2008"	"2008"	"35 years"	"35"	583	3908041	14.9
	"2008"	"2008"	"36 years"	"36"	551	4083819	13.5
	"2008"	"2008"	"37 years"	"37"	666	4291673	15.5
	"2008"	"2008"	"38 years"	"38"	669	4382157	15.3
	"2008"	"2008"	"39 years"	"39"	640	4151773	15.4
	"2008"	"2008"	"40 years"	"40"	636	4065710	15.6
	"2008"	"2008"	"41 years"	"41"	678	4090091	16.6
	"2008"	"2008"	"42 years"	"42"	687	4199463	16.4
	"2008"	"2008"	"43 years"	"43"	758	4495218	16.9
	"2008"	"2008"	"44 years"	"44"	825	4524541	18.2
	"2008"	"2008"	"45 years"	"45"	828	4499251	18.4
	"2008"	"2008"	"46 years"	"46"	809	4541484	17.8
	"2008"	"2008"	"47 years"	"47"	892	4606123	19.4
	"2008"	"2008"	"48 years"	"48"	869	4672955	18.6
	"2008"	"2008"	"49 years"	"49"	856	4501160	19.0
	"2008"	"2008"	"50 years"	"50"	863	4471128	19.3
	"2008"	"2008"	"51 years"	"51"	827	4464006	18.5
	"2008"	"2008"	"52 years"	"52"	790	4264599	18.5
	"2008"	"2008"	"53 years"	"53"	756	4306809	17.6
	"2008"	"2008"	"54 years"	"54"	776	4132932	18.8
	"2008"	"2008"	"55 years"	"55"	727	3949524	18.4
	"2008"	"2008"	"56 years"	"56"	684	3850704	17.8
	"2008"	"2008"	"57 years"	"57"	633	3733201	17.0
	"2008"	"2008"	"58 years"	"58"	573	3722427	15.4
	"2008"	"2008"	"59 years"	"59"	589	3558712	16.6
	"2008"	"2008"	"60 years"	"60"	536	3476545	15.4
	"2008"	"2008"	"61 years"	"61"	523	3694987	14.2
	"2008"	"2008"	"62 years"	"62"	416	2757325	15.1
	"2008"	"2008"	"63 years"	"63"	395	2744863	14.4
	"2008"	"2008"	"64 years"	"64"	381	2668775	14.3
	"2008"	"2008"	"65 years"	"65"	376	2751913	13.7
	"2008"	"2008"	"66 years"	"66"	335	2416007	13.9
	"2008"	"2008"	"67 years"	"67"	284	2235669	12.7
	"2008"	"2008"	"68 years"	"68"	284	2160024	13.1
	"2008"	"2008"	"69 years"	"69"	262	2030734	12.9
	"2008"	"2008"	"70 years"	"70"	258	1953328	13.2
	"2008"	"2008"	"71 years"	"71"	242	1841560	13.1
	"2008"	"2008"	"72 years"	"72"	241	1776463	13.6
	"2008"	"2008"	"73 years"	"73"	288	1758650	16.4
	"2008"	"2008"	"74 years"	"74"	218	1581331	13.8
	"2008"	"2008"	"75 years"	"75"	221	1541027	14.3
	"2008"	"2008"	"76 years"	"76"	217	1518327	14.3
	"2008"	"2008"	"77 years"	"77"	217	1472006	14.7
	"2008"	"2008"	"78 years"	"78"	225	1464084	15.4
	"2008"	"2008"	"79 years"	"79"	227	1350299	16.8
	"2008"	"2008"	"80 years"	"80"	215	1294601	16.6
	"2008"	"2008"	"81 years"	"81"	232	1232307	18.8
	"2008"	"2008"	"82 years"	"82"	206	1136851	18.1
	"2008"	"2008"	"83 years"	"83"	177	1086404	16.3
	"2008"	"2008"	"84 years"	"84"	168	980196	17.1
	"2008"	"2008"	"85 years"	"85"	182	Not Applicable	Not Applicable
	"2008"	"2008"	"86 years"	"86"	130	Not Applicable	Not Applicable
	"2008"	"2008"	"87 years"	"87"	120	Not Applicable	Not Applicable
	"2008"	"2008"	"88 years"	"88"	96	Not Applicable	Not Applicable
	"2008"	"2008"	"89 years"	"89"	85	Not Applicable	Not Applicable
	"2008"	"2008"	"90 years"	"90"	67	Not Applicable	Not Applicable
	"2008"	"2008"	"91 years"	"91"	40	Not Applicable	Not Applicable
	"2008"	"2008"	"92 years"	"92"	41	Not Applicable	Not Applicable
	"2008"	"2008"	"93 years"	"93"	25	Not Applicable	Not Applicable
	"2008"	"2008"	"94 years"	"94"	27	Not Applicable	Not Applicable
	"2008"	"2008"	"95 years"	"95"	18	Not Applicable	Not Applicable
	"2009"	"2009"	"10 years"	"10"	11	4133090	Unreliable
	"2009"	"2009"	"11 years"	"11"	17	4066605	Unreliable
	"2009"	"2009"	"12 years"	"12"	48	4110576	1.2
	"2009"	"2009"	"13 years"	"13"	75	4164413	1.8
	"2009"	"2009"	"14 years"	"14"	108	4185880	2.6
	"2009"	"2009"	"15 years"	"15"	204	4259907	4.8
	"2009"	"2009"	"16 years"	"16"	263	4365338	6.0
	"2009"	"2009"	"17 years"	"17"	326	4421341	7.4
	"2009"	"2009"	"18 years"	"18"	408	4534634	9.0
	"2009"	"2009"	"19 years"	"19"	464	4611590	10.1
	"2009"	"2009"	"20 years"	"20"	483	4383628	11.0
	"2009"	"2009"	"21 years"	"21"	554	4307414	12.9
	"2009"	"2009"	"22 years"	"22"	546	4217667	12.9
	"2009"	"2009"	"23 years"	"23"	564	4230115	13.3
	"2009"	"2009"	"24 years"	"24"	550	4245298	13.0
	"2009"	"2009"	"25 years"	"25"	539	4204602	12.8
